Boolean_comments_disabled;Boolean_ratings_disabled;Boolean_video_error_or_removed;Contain digits_channel_title;Contain digits_description;Contain digits_tags;Contain digits_title;Letters counter_channel_title;Letters counter_description;Letters counter_tags;Letters counter_title;Number of objects_thumbnail_link;Upload day_publish_time;With special characters_channel_title;With special characters_description;With special characters_tags;With special characters_title;Words counter_channel_title;Words counter_description;Words counter_tags;Words counter_title;
"0";"0";"0";"0";"0";"0";"0";"1";"102";"48";"5";"2";"7";"0";"0";"0";"0";"0";"20";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"34";"27";"4";"3";"1";"0";"0";"0";"0";"0";"10";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"197";"42";"7";"2";"1";"0";"0";"0";"0";"0";"55";"9";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"69";"1";"7";"0";"1";"0";"0";"0";"0";"0";"18";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"152";"26";"3";"0";"5";"0";"0";"0";"0";"0";"47";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"189";"49";"4";"1";"3";"0";"0";"0";"0";"0";"61";"7";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"115";"10";"3";"1";"3";"0";"0";"0";"0";"0";"31";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"140";"36";"3";"2";"1";"0";"0";"0";"0";"0";"39";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"47";"14";"2";"1";"2";"0";"0";"0";"0";"0";"12";"2";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"83";"50";"6";"1";"7";"0";"0";"0";"0";"0";"22";"7";"2";
"0";"0";"0";"0";"0";"0";"1";"1";"87";"31";"5";"1";"4";"0";"0";"0";"0";"0";"23";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"125";"20";"5";"2";"5";"0";"0";"0";"0";"0";"29";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"131";"7";"5";"1";"4";"0";"0";"0";"0";"0";"36";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"10";"49";"6";"4";"4";"0";"0";"0";"0";"0";"3";"9";"2";
"0";"0";"0";"0";"0";"0";"0";"2";"214";"33";"4";"1";"4";"0";"0";"0";"0";"1";"60";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"252";"16";"2";"7";"4";"0";"0";"0";"0";"0";"70";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"0";"185";"4";"6";"3";"1";"0";"0";"0";"0";"0";"50";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"223";"54";"4";"2";"3";"0";"0";"0";"0";"0";"83";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"16";"33";"7";"2";"1";"0";"0";"0";"0";"0";"5";"4";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"12";"50";"4";"0";"6";"0";"0";"0";"0";"0";"4";"12";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"57";"7";"3";"0";"2";"0";"0";"0";"0";"0";"9";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"69";"15";"4";"2";"2";"0";"0";"0";"0";"0";"18";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"54";"10";"4";"2";"2";"0";"0";"0";"0";"0";"15";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"122";"10";"6";"3";"2";"0";"0";"0";"0";"0";"36";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"2";"87";"49";"4";"1";"3";"0";"0";"0";"0";"0";"23";"7";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"128";"48";"7";"1";"1";"0";"0";"0";"0";"0";"30";"6";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"426";"35";"7";"2";"5";"0";"0";"0";"0";"0";"117";"4";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"82";"21";"4";"1";"4";"0";"0";"0";"0";"0";"21";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"25";"51";"6";"2";"5";"0";"0";"0";"0";"0";"8";"6";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"16";"51";"7";"0";"4";"0";"0";"0";"0";"0";"5";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"203";"13";"4";"2";"2";"0";"0";"0";"0";"0";"40";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"90";"10";"1";"3";"2";"0";"0";"0";"0";"0";"29";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"29";"8";"4";"1";"2";"0";"0";"1";"0";"0";"7";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"69";"51";"4";"5";"6";"0";"0";"0";"0";"0";"26";"9";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"132";"49";"7";"1";"6";"0";"0";"0";"0";"0";"33";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"71";"8";"4";"1";"2";"0";"0";"0";"0";"0";"14";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"102";"6";"7";"2";"2";"0";"0";"0";"0";"0";"27";"0";"2";
"0";"0";"0";"1";"0";"0";"0";"1";"120";"43";"7";"1";"3";"0";"0";"0";"0";"0";"32";"6";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"67";"22";"2";"3";"3";"0";"0";"0";"0";"0";"18";"2";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"43";"34";"5";"2";"3";"0";"0";"0";"0";"0";"9";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"75";"16";"5";"1";"2";"0";"0";"0";"0";"0";"20";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"41";"14";"7";"2";"1";"0";"0";"0";"0";"0";"7";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"190";"3";"2";"2";"3";"0";"0";"0";"0";"0";"32";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"26";"51";"5";"1";"1";"0";"0";"0";"0";"0";"5";"6";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"34";"45";"6";"0";"4";"0";"0";"0";"0";"0";"8";"4";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"27";"19";"3";"6";"3";"0";"0";"0";"0";"0";"8";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"223";"11";"6";"1";"1";"0";"0";"0";"0";"0";"83";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"27";"11";"4";"1";"6";"0";"0";"0";"0";"0";"8";"0";"1";
"0";"0";"0";"0";"0";"1";"0";"0";"255";"14";"3";"9";"7";"0";"0";"0";"0";"0";"54";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"48";"7";"3";"3";"2";"0";"0";"0";"0";"0";"10";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"71";"15";"3";"6";"5";"0";"0";"0";"0";"0";"14";"0";"1";
"0";"0";"0";"0";"0";"0";"1";"1";"136";"50";"2";"1";"2";"0";"0";"0";"0";"0";"41";"6";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"91";"29";"5";"3";"5";"0";"0";"0";"0";"0";"19";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"22";"22";"2";"0";"3";"0";"0";"0";"0";"0";"6";"2";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"31";"17";"8";"3";"3";"0";"0";"0";"0";"0";"6";"2";"3";
"0";"0";"0";"0";"0";"0";"0";"0";"122";"3";"1";"1";"1";"0";"0";"0";"0";"0";"36";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"0";"53";"49";"10";"1";"1";"0";"0";"0";"0";"0";"14";"8";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"35";"23";"3";"1";"6";"0";"0";"0";"0";"0";"4";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"15";"35";"7";"3";"5";"0";"0";"0";"0";"0";"3";"4";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"83";"32";"3";"0";"4";"0";"0";"0";"0";"0";"24";"2";"1";
"0";"0";"0";"0";"1";"0";"0";"1";"70";"16";"2";"1";"4";"0";"0";"0";"0";"0";"16";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"25";"2";"2";"1";"2";"0";"0";"0";"0";"0";"5";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"0";"104";"6";"5";"0";"2";"0";"0";"0";"0";"0";"25";"1";"2";
"0";"0";"0";"0";"0";"0";"1";"1";"83";"0";"4";"1";"3";"0";"0";"1";"0";"0";"24";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"117";"8";"6";"5";"6";"0";"0";"0";"0";"0";"30";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"98";"50";"4";"1";"4";"0";"0";"0";"0";"0";"28";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"25";"6";"5";"4";"2";"0";"0";"0";"0";"0";"7";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"1";"52";"5";"3";"4";"0";"0";"0";"0";"0";"0";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"20";"10";"5";"2";"3";"0";"0";"0";"0";"0";"6";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"56";"2";"1";"2";"6";"0";"0";"0";"0";"0";"12";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"95";"0";"3";"2";"5";"0";"0";"1";"0";"0";"24";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"102";"10";"4";"2";"4";"0";"0";"0";"0";"0";"26";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"46";"6";"4";"1";"5";"0";"0";"0";"0";"0";"10";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"37";"27";"2";"1";"5";"0";"0";"0";"0";"0";"6";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"122";"54";"3";"2";"4";"0";"0";"0";"0";"0";"33";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"255";"6";"8";"1";"3";"0";"0";"0";"0";"0";"54";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"60";"6";"3";"5";"5";"0";"0";"0";"0";"0";"12";"1";"1";
"0";"0";"0";"0";"0";"0";"1";"0";"164";"22";"1";"2";"2";"0";"0";"0";"0";"0";"58";"3";"0";
"0";"0";"0";"0";"0";"0";"1";"1";"19";"50";"2";"0";"2";"0";"0";"0";"0";"0";"6";"6";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"2";"46";"3";"4";"2";"0";"0";"0";"0";"0";"0";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"34";"17";"9";"1";"2";"0";"0";"0";"0";"0";"8";"2";"3";
"1";"0";"0";"0";"0";"0";"0";"1";"12";"0";"3";"2";"1";"0";"1";"1";"0";"0";"4";"0";"1";
"0";"1";"0";"0";"0";"0";"0";"2";"85";"13";"10";"0";"1";"0";"0";"0";"0";"0";"20";"0";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"35";"11";"4";"2";"6";"0";"0";"0";"0";"0";"4";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"149";"27";"5";"2";"6";"0";"0";"0";"0";"0";"28";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"292";"5";"3";"2";"5";"0";"0";"0";"0";"0";"94";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"83";"16";"2";"2";"4";"0";"0";"0";"0";"0";"22";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"39";"14";"3";"3";"2";"0";"0";"0";"0";"0";"10";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"44";"7";"5";"2";"3";"0";"0";"0";"0";"0";"12";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"197";"49";"4";"1";"3";"0";"0";"0";"0";"0";"55";"6";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"13";"37";"6";"0";"6";"0";"0";"0";"0";"0";"5";"4";"2";
"0";"0";"0";"0";"0";"0";"1";"0";"206";"17";"6";"2";"1";"0";"0";"0";"0";"0";"58";"3";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"12";"46";"3";"2";"7";"0";"0";"0";"0";"0";"0";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"88";"9";"5";"2";"5";"0";"0";"0";"0";"0";"24";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"126";"27";"8";"3";"3";"0";"0";"0";"0";"0";"21";"3";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"360";"0";"2";"1";"7";"0";"0";"1";"0";"0";"102";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"3";"44";"6";"2";"6";"0";"0";"0";"0";"0";"1";"6";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"38";"37";"5";"1";"2";"0";"0";"0";"0";"0";"7";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"128";"2";"2";"2";"3";"0";"0";"0";"0";"0";"27";"0";"1";
"1";"0";"0";"0";"0";"0";"0";"1";"8";"0";"4";"2";"6";"0";"0";"1";"0";"0";"3";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"102";"52";"4";"0";"2";"0";"0";"0";"0";"0";"24";"4";"1";
"0";"0";"0";"0";"0";"1";"0";"1";"186";"16";"3";"2";"2";"0";"0";"0";"0";"0";"49";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"55";"7";"7";"3";"4";"0";"0";"0";"0";"0";"12";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"85";"50";"8";"1";"1";"0";"0";"0";"0";"0";"17";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"239";"8";"8";"4";"2";"0";"0";"0";"0";"0";"93";"1";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"175";"21";"2";"2";"1";"0";"0";"0";"0";"0";"30";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"135";"50";"6";"3";"3";"0";"0";"0";"0";"0";"36";"8";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"182";"10";"3";"0";"5";"0";"0";"0";"0";"0";"29";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"85";"19";"3";"2";"6";"0";"0";"0";"0";"0";"17";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"40";"13";"3";"2";"2";"0";"1";"0";"0";"0";"11";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"97";"39";"3";"1";"1";"0";"0";"0";"0";"0";"29";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"141";"50";"6";"1";"3";"0";"0";"0";"0";"0";"23";"8";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"135";"4";"1";"3";"7";"0";"0";"0";"0";"0";"20";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"44";"0";"4";"0";"5";"0";"0";"1";"0";"0";"12";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"54";"37";"5";"3";"2";"0";"0";"0";"0";"0";"12";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"115";"8";"3";"2";"2";"0";"0";"0";"0";"0";"30";"0";"0";
"0";"0";"0";"0";"0";"0";"1";"0";"85";"17";"6";"4";"1";"0";"0";"0";"0";"0";"21";"3";"2";
"0";"0";"0";"0";"1";"0";"0";"0";"33";"50";"6";"2";"5";"0";"0";"0";"0";"0";"7";"9";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"98";"0";"5";"1";"7";"0";"0";"1";"0";"0";"29";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"283";"52";"4";"0";"5";"0";"0";"0";"0";"0";"97";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"32";"14";"5";"1";"4";"0";"0";"0";"0";"0";"11";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"117";"10";"1";"1";"3";"0";"1";"0";"0";"0";"32";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"53";"33";"7";"1";"3";"0";"0";"0";"0";"0";"13";"3";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"2";"1";"4";"0";"0";"1";"0";"0";"6";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"0";"36";"26";"2";"3";"4";"0";"0";"0";"0";"0";"10";"1";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"117";"29";"3";"1";"1";"0";"0";"0";"0";"0";"28";"4";"1";
"0";"0";"0";"1";"0";"0";"0";"1";"203";"23";"4";"1";"3";"0";"0";"0";"1";"0";"56";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"20";"47";"5";"1";"1";"0";"1";"0";"0";"0";"3";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"35";"4";"5";"2";"3";"0";"0";"0";"0";"0";"8";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"58";"16";"3";"2";"2";"0";"0";"0";"0";"0";"12";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"3";"16";"43";"5";"3";"5";"0";"0";"0";"0";"1";"4";"7";"1";
"0";"0";"0";"0";"0";"0";"0";"3";"65";"40";"4";"1";"5";"0";"0";"0";"0";"1";"16";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"108";"28";"4";"4";"4";"0";"0";"0";"0";"0";"32";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"34";"15";"1";"1";"2";"0";"0";"0";"0";"0";"7";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"143";"12";"2";"1";"2";"0";"0";"0";"0";"0";"29";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"3";"83";"7";"3";"0";"5";"0";"0";"0";"0";"1";"22";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"98";"5";"1";"1";"5";"0";"0";"0";"0";"0";"21";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"50";"15";"9";"2";"5";"0";"0";"0";"0";"0";"9";"1";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"90";"5";"4";"1";"4";"0";"0";"0";"0";"0";"29";"0";"1";
"0";"0";"0";"0";"0";"0";"1";"1";"485";"29";"5";"4";"4";"0";"0";"0";"0";"0";"132";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"87";"7";"4";"0";"2";"0";"0";"0";"0";"0";"23";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"18";"44";"8";"4";"3";"0";"1";"0";"0";"0";"2";"8";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"62";"25";"5";"3";"2";"0";"0";"0";"0";"0";"18";"4";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"28";"50";"4";"4";"7";"0";"0";"0";"0";"0";"10";"6";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"66";"13";"5";"1";"7";"0";"0";"0";"0";"0";"15";"3";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"42";"25";"7";"1";"6";"0";"0";"0";"0";"0";"12";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"11";"21";"2";"0";"6";"0";"0";"0";"0";"0";"4";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"130";"15";"6";"2";"5";"0";"0";"0";"0";"1";"27";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"2";"58";"51";"3";"4";"5";"0";"0";"0";"0";"0";"14";"9";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"56";"4";"7";"1";"4";"0";"0";"0";"0";"0";"19";"0";"3";
"0";"0";"0";"0";"0";"0";"0";"0";"487";"0";"1";"3";"5";"0";"0";"1";"0";"0";"77";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"0";"147";"11";"3";"3";"6";"0";"0";"0";"0";"0";"37";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"84";"21";"5";"2";"6";"0";"0";"0";"0";"0";"12";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"58";"29";"3";"4";"4";"0";"0";"0";"0";"0";"16";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"58";"32";"4";"1";"5";"0";"0";"0";"0";"0";"12";"6";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"48";"20";"4";"2";"5";"0";"0";"0";"0";"0";"9";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"17";"2";"1";"2";"5";"0";"0";"0";"0";"0";"6";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"189";"0";"8";"4";"3";"0";"0";"1";"0";"0";"31";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"9";"55";"7";"2";"3";"0";"0";"0";"0";"0";"0";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"6";"50";"5";"3";"7";"0";"0";"0";"0";"0";"1";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"97";"33";"3";"2";"1";"0";"0";"0";"0";"0";"27";"2";"1";
"0";"1";"0";"0";"0";"0";"0";"1";"188";"34";"3";"1";"3";"0";"0";"0";"0";"0";"49";"3";"0";
"0";"0";"0";"0";"0";"0";"0";"3";"160";"7";"3";"6";"5";"0";"0";"0";"0";"1";"41";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"138";"33";"4";"3";"5";"0";"0";"0";"0";"0";"31";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"3";"36";"7";"7";"1";"4";"0";"0";"0";"0";"1";"8";"1";"3";
"0";"0";"0";"0";"0";"0";"0";"0";"141";"28";"4";"2";"3";"0";"0";"0";"0";"0";"37";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"122";"8";"6";"4";"3";"0";"0";"0";"0";"0";"20";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"3";"45";"0";"6";"1";"1";"0";"0";"1";"0";"1";"8";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"189";"47";"6";"2";"4";"0";"0";"0";"0";"0";"31";"6";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"6";"46";"5";"0";"4";"0";"0";"0";"0";"0";"2";"8";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"32";"53";"5";"2";"2";"0";"0";"0";"0";"0";"6";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"26";"47";"5";"4";"2";"0";"0";"0";"0";"0";"5";"13";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"6";"1";"7";"0";"0";"0";"0";"0";"2";"0";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"51";"22";"7";"0";"7";"0";"0";"0";"0";"0";"13";"3";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"1";"2";"5";"0";"0";"1";"0";"0";"3";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"155";"11";"4";"2";"5";"0";"0";"0";"0";"0";"37";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"127";"13";"6";"2";"3";"0";"0";"0";"0";"0";"37";"2";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"147";"28";"4";"1";"3";"0";"0";"0";"0";"0";"20";"0";"2";
"0";"0";"0";"0";"0";"0";"1";"2";"47";"5";"4";"0";"6";"0";"0";"0";"0";"0";"8";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"122";"0";"4";"3";"6";"0";"0";"0";"0";"0";"20";"0";"1";
"0";"0";"0";"0";"0";"0";"1";"1";"39";"4";"4";"0";"7";"0";"0";"0";"0";"0";"8";"0";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"54";"6";"6";"1";"5";"0";"0";"0";"0";"1";"12";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"28";"51";"8";"2";"5";"0";"1";"0";"0";"0";"3";"4";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"328";"45";"7";"3";"4";"0";"0";"0";"0";"0";"111";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"0";"11";"31";"4";"2";"2";"0";"0";"0";"0";"0";"3";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"286";"51";"8";"2";"3";"0";"0";"0";"0";"0";"88";"8";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"137";"40";"3";"4";"3";"0";"0";"0";"0";"0";"29";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"221";"40";"3";"0";"7";"0";"0";"0";"0";"0";"56";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"126";"11";"4";"4";"5";"0";"0";"0";"0";"0";"39";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"77";"5";"1";"1";"2";"0";"0";"0";"0";"0";"23";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"57";"51";"2";"3";"1";"0";"0";"0";"0";"0";"14";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"139";"0";"9";"1";"5";"0";"0";"1";"0";"0";"26";"0";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"209";"49";"5";"1";"5";"0";"1";"0";"0";"0";"69";"7";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"73";"45";"7";"2";"4";"0";"0";"0";"0";"0";"14";"5";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"69";"43";"4";"1";"4";"0";"0";"0";"0";"0";"18";"5";"1";
"0";"0";"0";"0";"0";"0";"0";"2";"78";"49";"1";"2";"3";"0";"0";"0";"0";"0";"16";"4";"0";
"0";"0";"0";"0";"0";"0";"0";"0";"20";"51";"8";"2";"1";"0";"0";"0";"0";"0";"5";"7";"3";
"0";"0";"0";"0";"0";"0";"0";"1";"15";"16";"3";"1";"7";"0";"0";"0";"0";"0";"3";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"62";"19";"4";"3";"1";"0";"0";"0";"0";"0";"20";"2";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"32";"54";"6";"2";"5";"0";"0";"0";"0";"0";"6";"6";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"55";"48";"2";"1";"4";"0";"0";"0";"0";"0";"12";"7";"1";
"0";"0";"0";"0";"0";"0";"1";"0";"14";"11";"5";"1";"2";"0";"0";"0";"0";"0";"3";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"83";"24";"1";"2";"6";"0";"0";"0";"0";"0";"23";"1";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"262";"29";"2";"1";"6";"0";"0";"0";"0";"0";"75";"2";"0";
"0";"0";"0";"0";"0";"0";"0";"0";"73";"48";"6";"2";"7";"0";"0";"0";"0";"0";"14";"7";"2";
"0";"0";"0";"0";"0";"0";"0";"1";"12";"8";"2";"2";"6";"0";"0";"0";"0";"0";"0";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"0";"138";"2";"1";"5";"4";"0";"0";"0";"0";"0";"40";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"227";"6";"1";"0";"4";"0";"1";"0";"0";"0";"79";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"126";"17";"2";"1";"2";"0";"0";"0";"0";"0";"34";"1";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"26";"32";"3";"1";"4";"0";"0";"0";"0";"0";"4";"3";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"79";"4";"2";"0";"1";"0";"0";"0";"0";"0";"21";"0";"0";
"0";"0";"0";"0";"0";"0";"0";"1";"47";"16";"7";"1";"2";"0";"0";"0";"0";"0";"12";"1";"2";
"0";"0";"0";"0";"0";"0";"0";"2";"84";"40";"3";"0";"7";"0";"0";"0";"0";"0";"19";"4";"1";
"0";"0";"0";"0";"0";"0";"0";"1";"100";"24";"1";"3";"6";"0";"0";"0";"0";"0";"17";"1";"0";
"0";"0";"0";"0";"0";"0";"0";"0";"210";"2";"5";"2";"6";"0";"0";"0";"0";"0";"56";"0";"2";
